"FOLIO","VIV_SEL","HOGAR","N_REN","P6_1_01","P6_1_02","P6_1_03","P6_1_04","P6_1_05","P6_1_06","P6_1_07","P6_1_08","P6_1_09","P6_1_10","P6_2_1","P6_3A_1","P6_3B_1","P6_3C_1","P6_3D_1","P6_2_2","P6_3A_2","P6_3B_2","P6_3C_2","P6_3D_2","P6_2_3","P6_3A_3","P6_3B_3","P6_3C_3","P6_3D_3","P6_4_1","P6_4_2","P6_4_3","P6_4_4","P6_5_1","P6_5_2","P6_5_3","P6_5_4","P6_5_5","P6_6_1","P6_6_2","P6_6_3","P6_6_4","P6_6_5","P6_6_6","P6_6_7","P6_6_8","P6_6_9","EST_DIS","UPM_DIS","FACTOR"
"0300317","05","1","03","1","1","2","2","2","2","2","2","2","2","1","2","4","3","4","1","3","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","029","0000553",883
"0300346","04","1","05","2","1","2","1","2","2","2","2","2","2","","","","","","1","1","1","1","1","1","1","1","1","2","2","2","2","1","2","1","1","1","1","2","1","2","2","1","1","2","2","2","030","0000556",714
"0300505","02","1","06","1","1","2","2","2","2","2","2","2","2","3","2","2","2","2","3","2","4","4","4","","","","","","2","1","1","2","2","1","2","2","2","1","2","2","2","1","2","2","2","2","031","0000571",447
"0300510","05","1","06","1","1","2","2","2","2","2","2","2","2","1","1","1","1","5","2","1","1","1","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","029","0000573",1718
"0300515","01","1","04","1","1","2","2","2","2","2","2","2","2","2","1","4","2","4","2","4","3","3","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","030","0000574",692
"0300515","02","1","02","1","2","2","2","2","2","1","2","2","2","3","1","1","1","1","","","","","","1","1","1","1","1","1","2","2","1","2","1","2","1","1","1","2","2","2","1","2","2","2","2","030","0000574",346
"0300540","02","1","03","1","2","2","2","2","2","2","2","2","2","3","2","2","4","2","","","","","","","","","","","1","2","1","1","2","2","2","2","2","1","2","2","1","1","1","2","2","2","031","0000577",330
"0300558","03","1","02","2","1","2","2","2","2","2","2","2","2","","","","","","2","2","1","2","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","029","0000580",815
"0300562","04","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","1","3","","","","","","2","2","2","2","1","1","1","2","1","1","1","2","2","1","1","1","2","2","029","0000581",1255
"0300577","03","1","02","2","2","1","1","2","2","2","2","2","2","","","","","","","","","","","1","1","1","3","3","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","030","0000582",209
"0300584","04","1","02","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","3","1","4","4","4","1","1","1","1","2","2","1","1","1","2","2","2","2","2","2","2","2","1","029","0000583",443
"0300586","05","1","02","1","2","2","2","2","2","2","2","2","2","2","1","2","1","3","","","","","","","","","","","1","1","1","1","2","2","2","2","2","1","2","2","2","2","1","2","2","2","029","0000584",423
"0300587","02","1","03","1","2","2","2","2","2","2","2","2","2","2","2","2","1","3","","","","","","","","","","","1","1","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","029","0000585",1255
"0300652","02","1","02","1","2","2","2","2","2","2","2","2","2","3","1","1","2","1","","","","","","","","","","","2","1","1","1","2","1","2","2","2","1","2","2","2","2","2","2","2","2","031","0000592",264
"0300664","04","1","02","1","1","2","2","2","2","2","2","2","2","2","1","1","1","4","2","1","1","1","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","029","0000594",1048
"0300670","05","1","03","1","1","2","2","2","2","2","2","2","2","2","1","2","3","3","2","3","2","1","3","","","","","","2","2","2","2","2","1","1","1","1","1","1","2","2","1","2","2","2","2","029","0000595",1284
"0300677","03","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","029","0000596",2379
"0300694","01","1","04","1","2","2","2","2","2","2","2","2","2","1","2","1","2","2","","","","","","","","","","","2","1","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","029","0000599",1090
"0300702","01","1","04","1","1","2","2","2","2","2","2","2","2","2","2","4","2","1","3","4","4","4","2","","","","","","2","2","2","1","2","2","2","2","2","1","1","2","2","2","1","2","2","2","029","0000601",656
"0300721","03","1","04","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","2","2","1","1","2","2","031","0000606",546
"0300731","18","1","01","2","2","1","1","2","2","2","2","2","2","","","","","","","","","","","1","1","1","3","3","2","2","2","2","2","2","1","1","1","2","2","2","2","2","1","1","2","2","037","0000607",124
"0300733","11","1","03","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","3","3","","","","","","2","2","2","2","2","2","1","2","2","1","1","2","2","2","1","2","2","2","037","0000608",392
"0300747","01","2","01","1","2","2","2","2","2","2","2","2","2","2","2","4","4","1","","","","","","","","","","","2","2","2","2","1","1","2","2","2","1","1","2","2","2","2","2","2","2","036","0000610",287
"0300747","02","1","05","1","1","2","2","2","2","2","2","2","2","2","1","4","4","4","3","1","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","2","2","1","2","2","2","036","0000610",719
"0300747","15","1","03","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","036","0000610",465
"0300760","07","1","04","1","1","2","2","2","2","2","2","2","2","2","3","2","3","3","2","1","1","1","3","","","","","","2","2","2","2","2","1","2","2","1","2","1","2","1","2","1","2","2","2","036","0000611",610
"0300771","06","1","04","1","1","2","2","2","2","2","2","2","2","2","2","3","1","3","2","3","3","3","3","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","036","0000612",632
"0300771","15","1","02","2","1","2","2","2","2","2","2","2","2","","","","","","2","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","1","2","2","036","0000612",316
"0300798","07","1","02","1","2","2","2","2","2","2","2","2","2","3","3","4","3","4","","","","","","","","","","","2","2","2","2","2","1","2","2","1","1","2","2","1","1","1","1","1","2","036","0000613",345
"0300798","18","1","05","2","2","1","1","2","2","2","2","2","2","","","","","","","","","","","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2","1","2","2","2","036","0000613",863
"0300853","10","1","04","1","1","2","2","2","2","2","2","2","2","2","2","2","4","4","2","2","2","4","4","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","033","0000615",951
"0300856","12","1","05","1","1","2","2","2","2","2","2","2","2","2","1","1","1","4","2","1","1","1","4","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","2","2","1","2","2","2","032","0000616",844
"0300873","09","1","02","2","2","2","1","2","2","2","2","2","2","","","","","","","","","","","2","1","1","1","4","1","1","1","1","1","1","1","2","1","1","2","2","2","1","1","2","2","2","032","0000617",329
"0300873","16","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","2","1","","","","","","2","2","2","2","1","2","1","2","2","1","2","2","2","2","2","2","2","2","032","0000617",533
"0300882","08","1","03","1","2","2","2","2","2","2","2","2","2","2","1","2","2","4","","","","","","","","","","","2","2","1","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","032","0000618",518
"0300885","15","1","03","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","032","0000619",498
"0300885","16","1","02","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","1","2","2","032","0000619",358
"0300911","06","1","05","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","034","0000620",1036
"0300911","15","1","03","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","034","0000620",621
"0301033","08","1","03","1","1","2","2","2","2","2","2","2","2","1","1","2","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","1","1","1","1","1","2","2","2","1","2","2","2","034","0000626",665
"0301059","03","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","035","0000628",460
"0301059","16","1","04","1","1","2","2","2","2","2","2","2","2","2","2","4","4","4","3","4","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","035","0000628",568
"0301104","15","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","1","2","1","1","1","2","2","2","1","1","2","2","1","1","2","2","2","035","0000631",592
"0301108","03","1","03","1","1","2","2","2","2","2","2","2","2","3","2","1","1","4","3","1","4","1","4","","","","","","2","2","1","1","2","1","2","2","2","2","2","2","2","2","1","2","2","2","036","0000632",476
"0301108","06","1","05","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","3","4","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","036","0000632",476
"0301111","07","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","2","1","3","2","2","2","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","035","0000633",527
"0301131","08","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","4","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","1","1","1","1","2","2","035","0000634",577
"0301147","04","1","02","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","038","0000635",345
"0301147","05","1","04","1","1","2","2","2","2","2","2","2","2","1","1","3","2","2","3","3","4","4","3","","","","","","1","2","2","1","1","1","2","1","2","1","2","2","2","2","1","2","2","2","038","0000635",639
"0301149","11","1","02","1","1","2","2","2","2","2","2","2","2","1","1","1","1","4","1","1","1","1","4","","","","","","1","2","1","1","2","2","2","2","2","1","2","2","2","1","1","2","2","2","038","0000636",608
"0301166","01","1","03","1","1","2","2","2","2","2","2","2","2","2","2","4","4","3","2","3","2","4","2","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","038","0000637",532
"0301166","16","1","01","1","2","2","2","2","2","2","2","2","2","3","1","1","1","1","","","","","","","","","","","1","2","2","1","2","2","2","2","2","1","2","2","2","2","2","1","2","2","038","0000637",164
"0301205","18","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","039","0000638",547
"0301367","08","1","05","1","1","2","2","2","2","2","2","2","2","1","1","1","1","3","2","2","2","2","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","039","0000642",718
"0301372","10","1","04","1","2","2","2","2","2","2","2","2","2","1","1","1","1","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","038","0000643",734
"0301377","10","1","02","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","","","","","","","","","","","1","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","039","0000644",290
"0301377","19","1","03","1","1","2","2","2","2","2","2","2","2","1","1","4","1","4","1","1","4","1","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","039","0000644",470
"0301404","07","1","04","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","039","0000646",642
"0360028","06","1","02","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","041","0000649",805
"0360051","02","1","04","1","1","2","2","2","2","2","2","2","2","2","1","2","3","4","3","3","2","3","4","","","","","","2","2","1","1","2","2","2","2","2","1","2","2","2","1","1","2","2","2","041","0000651",1704
"0360095","08","1","01","1","2","2","2","2","2","2","2","2","2","3","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","040","0000652",332
"0360142","11","1","03","1","1","2","2","2","2","2","2","2","2","1","2","1","1","2","1","2","2","3","4","","","","","","1","1","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","2","041","0000655",683
"0360142","16","1","03","1","2","2","2","2","2","2","2","2","2","2","2","2","3","3","","","","","","","","","","","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","2","2","041","0000655",456
"0360157","11","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","2","1","1","4","2","","","","","","2","2","1","1","1","1","2","2","2","1","2","1","1","1","1","2","2","2","040","0000656",681
"0360185","16","1","03","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","2","3","4","4","4","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","041","0000657",638
"0360185","17","1","04","1","2","2","2","2","2","1","2","2","2","2","5","4","3","4","","","","","","2","5","2","2","4","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","041","0000657",638
"0400088","02","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","4","1","1","1","1","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","042","0000672",551
"0400097","01","1","02","1","2","2","2","2","2","2","2","2","2","2","2","3","1","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","043","0000673",362
"0400097","04","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","2","2","1","1","2","3","3","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","043","0000673",728
"0400108","04","1","04","1","1","2","2","2","2","2","2","2","2","1","1","3","1","2","3","4","3","3","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","042","0000674",717
"0400119","05","1","03","1","2","2","2","2","2","2","2","2","2","1","1","1","2","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","043","0000676",407
"0400206","04","1","03","1","1","2","2","2","2","2","2","2","2","1","1","2","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","042","0000685",773
"0400222","02","1","03","1","1","2","2","2","2","2","2","2","2","1","1","2","1","1","1","1","1","1","2","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","043","0000688",569
"0400230","01","1","03","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2","2","2","2","044","0000689",771
"0400245","02","1","04","1","1","2","2","2","2","2","2","2","2","2","1","1","1","2","2","1","2","2","2","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","043","0000693",717
"0400245","05","1","02","1","2","2","2","2","2","2","2","2","2","1","1","2","2","2","","","","","","","","","","","2","2","2","2","2","1","2","2","1","1","2","1","2","2","1","2","2","2","043","0000693",358
"0400328","02","1","05","1","2","1","2","2","2","2","2","2","2","1","1","1","2","1","","","","","","1","2","2","3","4","2","1","2","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","042","0000706",942
"0400360","05","1","03","2","2","2","1","2","2","2","2","2","2","","","","","","","","","","","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","042","0000709",564
"0400402","04","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","3","1","2","1","2","4","","","","","","2","2","2","2","2","1","1","2","2","1","2","2","2","1","1","2","2","2","042","0000716",680
"0400497","03","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","044","0000725",404
"0400507","05","1","04","1","2","1","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","042","0000727",747
"0400518","03","1","04","1","1","2","2","2","2","2","2","2","2","3","3","1","2","4","2","3","1","3","4","","","","","","2","1","2","2","2","2","2","2","2","1","1","1","2","1","2","2","2","2","044","0000729",639
"0400526","03","1","03","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","2","3","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","044","0000732",535
"0400564","05","1","04","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","1","2","2","1","1","2","2","2","2","2","2","2","2","042","0000738",579
"0400617","05","1","03","1","2","2","2","2","2","2","2","2","2","2","2","1","1","4","","","","","","","","","","","1","1","1","1","1","2","1","2","2","2","2","2","2","2","1","2","2","2","042","0000743",530
"0400638","02","1","02","1","2","2","2","2","2","2","2","2","2","1","2","2","3","3","","","","","","","","","","","2","2","2","2","2","1","2","2","2","1","1","2","1","1","1","2","2","2","042","0000748",340
"0400727","02","1","04","2","2","2","1","2","2","2","2","2","2","","","","","","","","","","","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","047","0000758",407
"0400762","02","1","03","1","1","2","2","2","2","2","2","2","2","2","2","2","2","4","3","2","4","2","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","046","0000762",406
"0400776","02","1","03","1","1","2","2","2","2","2","2","2","2","2","1","2","1","1","2","1","4","2","1","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","047","0000763",758
"0400814","03","1","02","1","2","2","2","2","2","2","2","2","2","4","3","3","4","4","","","","","","","","","","","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","046","0000768",367
